Date,24h Average,Ask,Bid,Last,Total Volume
7/26/2013,93.13,,,,20568.6
7/25/2013,93.4,,,,35790.24
7/24/2013,91.07,,,,25687.95
7/23/2013,90.9,,,,40822.92
7/22/2013,88.33,,,,18288.74
7/21/2013,87.78,,,,13105.41
7/20/2013,89.09,,,,15263.38
7/19/2013,89.65,,,,38600.97
7/18/2013,88.31,,,,87345.71
7/17/2013,95.32,,,,27262.3
7/16/2013,95.2,,,,28743.7
7/15/2013,96.51,,,,52064.24
7/14/2013,93.97,,,,19616.22
7/13/2013,91.8,,,,46105.44
7/12/2013,95.07,,,,147428.21
7/11/2013,86.41,,,,59484.18
7/10/2013,81.09,,,,96022.46
7/9/2013,74.49,,,,54473.51
7/8/2013,76,,,,86388.61
7/7/2013,70.26,,,,54933.2
7/6/2013,69.05,,,,65519.42
7/5/2013,70.82,,,,140692.07
7/4/2013,77.9,,,,98695.33
7/3/2013,82.75,,,,103433.7
7/2/2013,88.13,,,,45900.65
7/1/2013,89.03,,,,85698.58
6/30/2013,94.26,,,,13506.33
6/29/2013,95.08,,,,33063.51
6/28/2013,95.06,,,,72398.29
6/27/2013,100.59,,,,21456.73
6/26/2013,102.27,,,,19089.91
6/25/2013,103.65,,,,103866.38
6/24/2013,101.35,,,,45260.96
6/23/2013,104.93,,,,17227.4
6/22/2013,105.02,,,,15586.35
6/21/2013,108.13,,,,56816.04
6/20/2013,110.04,,,,56288.06
6/19/2013,106.95,,,,27099.22
6/18/2013,106.87,,,,78856.12
6/17/2013,100.72,,,,21984.87
6/16/2013,99.92,,,,13401.97
6/15/2013,100.38,,,,29365.04
6/14/2013,100.54,,,,51765.6
6/13/2013,105.08,,,,43700.99
6/12/2013,108.85,,,,29365.16
6/11/2013,106.83,,,,24965.08
6/10/2013,104.68,,,,85067.77
6/9/2013,98,,,,196833.56
6/8/2013,109.07,,,,27044.26
6/7/2013,112.35,,,,92399.83
6/6/2013,119.73,,,,28975.87
6/5/2013,121.11,,,,24405.15
6/4/2013,120.9,,,,33315.41
6/3/2013,119.12,,,,42772.89
6/2/2013,121.94,,,,123928.63
6/1/2013,128.1,,,,11267.32
5/31/2013,127.95,,,,24090.49
5/30/2013,129.11,,,,37663.43
5/29/2013,129.37,,,,32147.57
5/28/2013,127.18,,,,32154.11
5/27/2013,128.94,,,,59002.65
5/26/2013,132.96,,,,30120.69
5/25/2013,129.9,,,,25080.39
5/24/2013,128.8,,,,68705.96
5/23/2013,123.55,,,,35215.72
5/22/2013,120.96,,,,29564.88
5/21/2013,120.06,,,,20873.61
5/20/2013,120.47,,,,24287.85
5/19/2013,120.08,,,,28457.9
5/18/2013,121.96,,,,29456.47
5/17/2013,119.9,,,,97045.1
5/16/2013,114.23,,,,56914.72
5/15/2013,109.6,,,,141461.11
5/14/2013,114.33,,,,107436.99
5/13/2013,116.34,,,,34113.79
5/12/2013,114.25,,,,26969.05
5/11/2013,115.24,,,,35699.94
5/10/2013,117.3,,,,96380.03
5/9/2013,111.15,,,,37593.99
5/8/2013,112.94,,,,77523.07
5/7/2013,106.63,,,,171517.12
5/6/2013,117.03,,,,183629.07
5/5/2013,113.48,,,,102653.46
5/4/2013,106.64,,,,170565.04
5/3/2013,91.35,,,,306215.37
5/2/2013,106.65,,,,287744.21
5/1/2013,120.87,,,,225293.59
4/30/2013,138.98,,,,82894.47
4/29/2013,141.03,,,,91371.08
4/28/2013,132.3,,,,37734.27
4/27/2013,130.5,,,,75215.8
4/26/2013,131.75,,,,156197.3
4/25/2013,142.61,,,,225732
4/24/2013,150.41,,,,275135.75
4/23/2013,132.85,,,,143728.1
4/22/2013,121.95,,,,74864.49
4/21/2013,119.29,,,,136283.87
4/20/2013,122.9,,,,91508.55
4/19/2013,118.46,,,,315048.39
4/18/2013,96.78,,,,208772.7
4/17/2013,84.85,,,,396386.46
4/16/2013,65.39,,,,668549.18
4/15/2013,86.91,,,,286922.12
4/14/2013,97.19,,,,187043.01
4/13/2013,108.55,,,,287902.09
4/12/2013,84.59,,,,659349.51
4/11/2013,131.95,,,,218886.18
4/10/2013,181.66,,,,257543.79
4/9/2013,213.72,,,,127331.55
4/8/2013,180.39,,,,139433.88
4/7/2013,152.79,,,,76530.37
4/6/2013,140.64,,,,27491.06
4/5/2013,138.43,,,,83915.14
4/4/2013,131.07,,,,102388.61
4/3/2013,127.86,,,,186715.45
4/2/2013,107.26,,,,98947.44
4/1/2013,99.53,,,,106952.72
3/31/2013,92.59,,,,24755.36
3/30/2013,91.55,,,,41577.77
3/29/2013,88.81,,,,92719.81
3/28/2013,87.49,,,,160136.7
3/27/2013,84.86,,,,83382.56
3/26/2013,77.23,,,,67194.66
3/25/2013,74.02,,,,91673.15
3/24/2013,68.62,,,,48755.53
3/23/2013,62.5,,,,168065.43
3/22/2013,70.45,,,,83401.32
3/21/2013,68.89,,,,111903.98
3/20/2013,61.85,,,,105618.69
3/19/2013,55.13,,,,129661.05
3/18/2013,48.63,,,,77088.62
3/17/2013,46.85,,,,17862.61
3/16/2013,46.52,,,,19493.93
3/15/2013,46.68,,,,23820.41
3/14/2013,47.08,,,,43657.33
3/13/2013,46.16,,,,57816.08
3/12/2013,43.65,,,,201142.18
3/11/2013,47.41,,,,48474.26
3/10/2013,46.69,,,,40086.8
3/9/2013,45.28,,,,50008.93
3/8/2013,43.08,,,,52731.55
3/7/2013,40.87,,,,178461.07
3/6/2013,45.18,,,,141609.11
3/5/2013,39.28,,,,95428.74
3/4/2013,35.29,,,,57204.62
3/3/2013,34.01,,,,14788.04
3/2/2013,33.86,,,,39788.04
3/1/2013,34.19,,,,45365.71
2/28/2013,32.67,,,,138125.89
2/27/2013,31.08,,,,37887.46
2/26/2013,30.95,,,,49485.72
2/25/2013,30.04,,,,29653.38
2/24/2013,29.75,,,,26618.85
2/23/2013,28.97,,,,80200.86
2/22/2013,30.44,,,,76379.26
2/21/2013,29.68,,,,40153.53
2/20/2013,29.47,,,,42609.44
2/19/2013,28.18,,,,112747.46
2/18/2013,26.73,,,,34429.7
2/17/2013,26.38,,,,87142.75
2/16/2013,27.07,,,,24540.34
2/15/2013,26.95,,,,58499.74
2/14/2013,25.41,,,,162321.04
2/13/2013,25.47,,,,97711.36
2/12/2013,25.06,,,,86860.84
2/11/2013,24.04,,,,35954.71
2/10/2013,23.41,,,,60795.35
2/9/2013,23.19,,,,42377.2
2/8/2013,22.4,,,,53216.59
2/7/2013,21.55,,,,73905.38
2/6/2013,21.04,,,,59688.86
2/5/2013,20.53,,,,33855.04
2/4/2013,20.41,,,,58735.06
2/3/2013,20.22,,,,39662.34
2/2/2013,19.48,,,,88436.87
2/1/2013,20.7,,,,56241.42
1/31/2013,20.53,,,,110063.46
1/30/2013,19.43,,,,50809.65
1/29/2013,19.14,,,,98623.96
1/28/2013,18.29,,,,66002.95
1/27/2013,17.57,,,,30029.41
1/26/2013,17.13,,,,39107.78
1/25/2013,16.69,,,,89204.88
1/24/2013,17.77,,,,196388.19
1/23/2013,17.2,,,,58029.56
1/22/2013,17.13,,,,68353.86
1/21/2013,16.35,,,,75081.41
1/20/2013,15.67,,,,30272.25
1/19/2013,15.45,,,,37437.3
1/18/2013,15.64,,,,65803.2
1/17/2013,15.14,,,,73812.04
1/16/2013,14.49,,,,53760.72
1/15/2013,14.19,,,,58576.77
1/14/2013,14.19,,,,28206.93
1/13/2013,14.09,,,,41193.78
1/12/2013,14.15,,,,30051.71
1/11/2013,14.1,,,,44371.21
1/10/2013,14.02,,,,60055.16
1/9/2013,13.69,,,,35185.69
1/8/2013,13.66,,,,52160.01
1/7/2013,13.44,,,,32428.79
1/6/2013,13.42,,,,14226.85
1/5/2013,13.38,,,,27169.79
1/4/2013,13.38,,,,34171.37
1/3/2013,13.32,,,,22633.92
1/2/2013,13.29,,,,20312.5
1/1/2013,13.31,,,,31853.98
12/31/2012,13.44,,,,17896.89
12/30/2012,13.41,,,,13857.1
12/29/2012,13.47,,,,27808.65
12/28/2012,13.38,,,,30944.49
12/27/2012,13.32,,,,24556.32
12/26/2012,13.3,,,,19006.14
12/25/2012,13.29,,,,15642.04
12/24/2012,13.34,,,,19562.39
12/23/2012,13.21,,,,25849.15
12/22/2012,13.36,,,,18573.4
12/21/2012,13.45,,,,31065.18
12/20/2012,13.45,,,,41102.42
12/19/2012,13.34,,,,47991.84
12/18/2012,13.2,,,,29564
12/17/2012,13.18,,,,73051.61
12/16/2012,13.35,,,,46291.31
12/15/2012,13.51,,,,17542.09
12/14/2012,13.57,,,,77911.06
12/13/2012,13.62,,,,31077.61
12/12/2012,13.57,,,,43791.71
12/11/2012,13.47,,,,32268.06
12/10/2012,13.36,,,,34636.18
12/9/2012,13.22,,,,31278.72
12/8/2012,13.43,,,,15035.46
12/7/2012,13.32,,,,42176.21
12/6/2012,13.37,,,,53775.91
12/5/2012,13.25,,,,35903
12/4/2012,12.98,,,,72189.04
12/3/2012,12.52,,,,35479.17
12/2/2012,12.51,,,,17544.52
12/1/2012,12.53,,,,18864.06
11/30/2012,12.51,,,,29914.19
11/29/2012,12.39,,,,33220.13
11/28/2012,12.25,,,,37384.25
11/27/2012,12.07,,,,42522.06
11/26/2012,12.34,,,,42345.29
11/25/2012,12.46,,,,27182.54
11/24/2012,12.34,,,,22289.96
11/23/2012,12.25,,,,23456.66
11/22/2012,12.03,,,,72827.06
11/21/2012,11.69,,,,24904.22
11/20/2012,11.68,,,,31729.4
11/19/2012,11.67,,,,34362.57
11/18/2012,11.68,,,,19002.6
11/17/2012,11.64,,,,22861.43
11/16/2012,11.44,,,,71109.72
11/15/2012,11.04,,,,37641.72
11/14/2012,10.93,,,,27473.31
11/13/2012,10.95,,,,22279.24
11/12/2012,10.93,,,,47678.8
11/11/2012,10.72,,,,17455
11/10/2012,10.83,,,,15512.98
11/9/2012,10.81,,,,19607.82
11/8/2012,10.85,,,,33039.05
11/7/2012,10.92,,,,39218.3
11/6/2012,10.76,,,,33778.21
11/5/2012,10.63,,,,34120.42
11/4/2012,10.55,,,,24983.78
11/3/2012,10.48,,,,23415.75
11/2/2012,10.54,,,,32224.55
11/1/2012,10.92,,,,55264.75
10/31/2012,10.99,,,,46251.5
10/30/2012,10.7,,,,33111.96
10/29/2012,10.61,,,,44750.23
10/28/2012,10.53,,,,25587.27
10/27/2012,10.35,,,,51384.62
10/26/2012,10.28,,,,106642.45
10/25/2012,11.02,,,,92861.45
10/24/2012,11.62,,,,27142.88
10/23/2012,11.69,,,,61934.65
10/22/2012,11.65,,,,44351.68
10/21/2012,11.61,,,,13272.01
10/20/2012,11.69,,,,25415.8
10/19/2012,11.73,,,,35461.38
10/18/2012,11.85,,,,25350.12
10/17/2012,11.83,,,,28917.74
10/16/2012,11.78,,,,43937.75
10/15/2012,11.68,,,,33192.16
10/14/2012,11.82,,,,25397.74
10/13/2012,11.88,,,,17933.5
10/12/2012,12.03,,,,24497.5
10/11/2012,12,,,,24797.92
10/10/2012,12.01,,,,34123.19
10/9/2012,11.97,,,,51277.94
10/8/2012,11.25,,,,104904.54
10/7/2012,12.01,,,,69334.49
10/6/2012,12.56,,,,27373.05
10/5/2012,12.68,,,,38600.62
10/4/2012,12.84,,,,45182.37
10/3/2012,12.75,,,,45955.38
10/2/2012,12.56,,,,64776.82
10/1/2012,12.28,,,,34870.12
9/30/2012,12.35,,,,8988.13
9/29/2012,12.36,,,,20366.46
9/28/2012,12.3,,,,32460.78
9/27/2012,12.27,,,,25350.73
9/26/2012,12.19,,,,28237.39
9/25/2012,12.06,,,,26572.57
9/24/2012,12.06,,,,34894
9/23/2012,11.99,,,,43087.01
9/22/2012,12.2,,,,16883.95
9/21/2012,12.26,,,,39632.85
9/20/2012,12.47,,,,36550.42
9/19/2012,12.39,,,,46488.63
9/18/2012,12.03,,,,48650.96
9/17/2012,11.86,,,,32445.04
9/16/2012,11.86,,,,33453.18
9/15/2012,11.69,,,,17872.55
9/14/2012,11.56,,,,48362.47
9/13/2012,11.33,,,,24141.76
9/12/2012,11.19,,,,64111.18
9/11/2012,11.08,,,,75121.59
9/10/2012,11.03,,,,47204.29
9/9/2012,11.03,,,,16380.47
9/8/2012,10.97,,,,28322.97
9/7/2012,11.1,,,,39152.61
9/6/2012,10.94,,,,74206.45
9/5/2012,10.73,,,,65899.54
9/4/2012,10.3,,,,38972.25
9/3/2012,10.34,,,,25474.93
9/2/2012,10.04,,,,27734.48
9/1/2012,9.99,,,,25437.8
8/31/2012,10.19,,,,72571.66
8/30/2012,10.75,,,,33838.4
8/29/2012,10.84,,,,59451.87
8/28/2012,10.89,,,,63646.47
8/27/2012,11.18,,,,185233.96
8/26/2012,10.55,,,,28418.87
8/25/2012,10.44,,,,42241.23
8/24/2012,10.26,,,,98993.86
8/23/2012,10,,,,60424.94
8/22/2012,9.91,,,,78584.19
8/21/2012,10.03,,,,78668.01
8/20/2012,9.51,,,,204044.64
8/19/2012,9.09,,,,249729.48
8/18/2012,11.86,,,,92818.45
8/17/2012,13.31,,,,235650.61
8/16/2012,13.22,,,,103915.27
8/15/2012,12.6,,,,63282.19
8/14/2012,12.08,,,,48977.86
8/13/2012,11.75,,,,64277.98
8/12/2012,11.62,,,,33231.76
8/11/2012,11.49,,,,23214.23
8/10/2012,11.37,,,,73648.72
8/9/2012,11.32,,,,110042.08
8/8/2012,11.01,,,,36054.13
8/7/2012,10.81,,,,49110.5
8/6/2012,10.87,,,,58822.31
8/5/2012,10.6,,,,74893.19
8/4/2012,10.99,,,,56356.48
8/3/2012,10.71,,,,68492.76
8/2/2012,10.1,,,,133500.85
8/1/2012,9.4,,,,77790.61
7/31/2012,9.24,,,,72372.2
7/30/2012,8.92,,,,58025.42
7/29/2012,8.76,,,,13047.72
7/28/2012,8.85,,,,18784.9
7/27/2012,8.88,,,,28979.01
7/26/2012,8.75,,,,35892.42
7/25/2012,8.58,,,,69053.13
7/24/2012,8.61,,,,45954.35
7/23/2012,8.46,,,,156081.22
7/22/2012,8.61,,,,32479.96
7/21/2012,8.87,,,,144540.61
7/20/2012,8.2,,,,159917.65
7/19/2012,9.08,,,,53925.27
7/18/2012,9,,,,115863.21
7/17/2012,8.33,,,,219914.13
7/16/2012,8.05,,,,111331.33
7/15/2012,7.57,,,,29043.65
7/14/2012,7.59,,,,17583.27
7/13/2012,7.63,,,,69318.06
7/12/2012,7.28,,,,70243.04
7/11/2012,7.1,,,,44687.51
7/10/2012,7.09,,,,77769.99
7/9/2012,6.86,,,,73697.58
7/8/2012,6.77,,,,21116.88
7/7/2012,6.76,,,,42251.16
7/6/2012,6.63,,,,47667.23
7/5/2012,6.64,,,,50333.45
7/4/2012,6.5,,,,38970.5
7/3/2012,6.55,,,,76599.93
7/2/2012,6.68,,,,43933.47
7/1/2012,6.6,,,,25330.1
6/30/2012,6.64,,,,27561.15
6/29/2012,6.59,,,,38683.2
6/28/2012,6.56,,,,49106.69
6/27/2012,6.52,,,,58209.52
6/26/2012,6.38,,,,57115.29
6/25/2012,6.3,,,,71616.14
6/24/2012,6.38,,,,40691.77
6/23/2012,6.48,,,,25262.29
6/22/2012,6.58,,,,60850.21
6/21/2012,6.68,,,,54898.3
6/20/2012,6.6,,,,71171.79
6/19/2012,6.43,,,,48431.62
6/18/2012,6.26,,,,51429.69
6/17/2012,6.31,,,,54035.76
6/16/2012,6.45,,,,90218.81
6/15/2012,6.1,,,,73004.44
6/14/2012,5.88,,,,44520.73
6/13/2012,5.85,,,,64507.92
6/12/2012,5.62,,,,93311.58
6/11/2012,5.49,,,,47167.89
6/10/2012,5.46,,,,32005.42
6/9/2012,5.57,,,,44492.86
6/8/2012,5.61,,,,61181.09
6/7/2012,5.49,,,,54470.68
6/6/2012,5.43,,,,45219.39
6/5/2012,5.38,,,,90656.65
6/4/2012,5.23,,,,54323.51
6/3/2012,5.19,,,,16266.07
6/2/2012,5.21,,,,20113.96
6/1/2012,5.23,,,,50232.96
5/31/2012,5.15,,,,44661.34
5/30/2012,5.13,,,,44846.12
5/29/2012,5.1,,,,66644.92
5/28/2012,5.11,,,,32343.98
5/27/2012,5.08,,,,21810.05
5/26/2012,5.09,,,,23228.41
5/25/2012,5.1,,,,29328.53
5/24/2012,5.11,,,,32712.16
5/23/2012,5.12,,,,58979.29
5/22/2012,5.07,,,,49853.61
5/21/2012,5.07,,,,44937.69
5/20/2012,5.1,,,,21998.3
5/19/2012,5.09,,,,26725.79
5/18/2012,5.09,,,,57383.59
5/17/2012,5.07,,,,30047.27
5/16/2012,5.06,,,,75923.36
5/15/2012,4.99,,,,54264.45
5/14/2012,4.98,,,,57834.77
5/13/2012,4.95,,,,16229.36
5/12/2012,4.94,,,,25803.42
5/11/2012,4.92,,,,70556.8
5/10/2012,4.95,,,,78061.25
5/9/2012,5.04,,,,44314.25
5/8/2012,5.02,,,,72979.72
5/7/2012,5.03,,,,50476.44
5/6/2012,5.04,,,,23482.3
5/5/2012,5.04,,,,24771.14
5/4/2012,5.11,,,,48139.82
5/3/2012,5.08,,,,40204.15
5/2/2012,5.07,,,,104859.74
5/1/2012,4.96,,,,38468
4/30/2012,4.94,,,,59158.68
4/29/2012,4.94,,,,23229.31
4/28/2012,4.96,,,,95364.25
4/27/2012,5.07,,,,28907.87
4/26/2012,5.07,,,,64780.5
4/25/2012,5.12,,,,39131.01
4/24/2012,5.06,,,,81969.36
4/23/2012,5.12,,,,54538.37
4/22/2012,5.18,,,,39302.21
4/21/2012,5.27,,,,63914.19
4/20/2012,5.22,,,,111485.44
4/19/2012,5.13,,,,56162.11
4/18/2012,5.07,,,,86727.91
4/17/2012,4.95,,,,33894.46
4/16/2012,4.91,,,,42116.87
4/15/2012,4.92,,,,34633.22
4/14/2012,4.97,,,,68489.72
4/13/2012,4.85,,,,102566.45
4/12/2012,4.86,,,,56477.15
4/11/2012,4.88,,,,71299.88
4/10/2012,4.8,,,,61971.73
4/9/2012,4.75,,,,43886.22
4/8/2012,4.71,,,,44932.46
4/7/2012,4.8,,,,84456.12
4/6/2012,4.93,,,,62942.73
4/5/2012,4.9,,,,38277.52
4/4/2012,4.91,,,,57336.28
4/3/2012,4.9,,,,80447.8
4/2/2012,4.92,,,,87369.1
4/1/2012,4.78,,,,38084.05
3/31/2012,4.88,,,,37531.15
3/30/2012,4.77,,,,44664.89
3/29/2012,4.73,,,,43595.84
3/28/2012,4.79,,,,39295.33
3/27/2012,4.66,,,,77518.59
3/26/2012,4.64,,,,72253.66
3/25/2012,4.5,,,,73543.36
3/24/2012,4.65,,,,40124.4
3/23/2012,4.69,,,,56575.33
3/22/2012,4.75,,,,62474.51
3/21/2012,4.81,,,,48284.29
3/20/2012,4.79,,,,68414.9
3/19/2012,4.88,,,,191687.46
3/18/2012,5.22,,,,26124.69
3/17/2012,5.31,,,,40292.56
3/16/2012,5.33,,,,34279.84
3/15/2012,5.3,,,,44431.88
3/14/2012,5.35,,,,66557.18
3/13/2012,5.15,,,,131788.79
3/12/2012,4.87,,,,24334.29
3/11/2012,4.89,,,,44034.84
3/10/2012,4.8,,,,29747.44
3/9/2012,4.89,,,,34399.55
3/8/2012,4.87,,,,59191.1
3/7/2012,4.92,,,,48072.34
3/6/2012,4.97,,,,46425.13
3/5/2012,4.93,,,,68645.8
3/4/2012,4.8,,,,59641.4
3/3/2012,4.67,,,,41061.89
3/2/2012,4.69,,,,131794.73
3/1/2012,4.92,,,,46227.35
2/29/2012,4.82,,,,28961.23
2/28/2012,4.87,,,,64203.91
2/27/2012,4.93,,,,31086.06
2/26/2012,4.95,,,,71192.69
2/25/2012,4.88,,,,86781.01
2/24/2012,4.97,,,,91451.54
2/23/2012,4.82,,,,166366.72
2/22/2012,4.44,,,,105451.97
2/21/2012,4.31,,,,53194.52
2/20/2012,4.37,,,,39136.55
2/19/2012,4.35,,,,63161.55
2/18/2012,4.27,,,,71150.88
2/17/2012,4.46,,,,137178.35
2/16/2012,4.19,,,,167515.15
2/15/2012,4.58,,,,162859.25
2/14/2012,4.7,,,,299210.01
2/13/2012,5.34,,,,171158.03
2/12/2012,5.6,,,,83126.79
2/11/2012,5.7,,,,70863.96
2/10/2012,5.87,,,,40471.4
2/9/2012,5.75,,,,91046.61
2/8/2012,5.64,,,,239256.37
2/7/2012,5.62,,,,73672.9
2/6/2012,5.55,,,,90794.3
2/5/2012,5.68,,,,121375.76
2/4/2012,5.92,,,,21085.53
2/3/2012,5.92,,,,60462.79
2/2/2012,6.03,,,,55553.16
2/1/2012,5.82,,,,116746.22
1/31/2012,5.53,,,,49164.86
1/30/2012,5.51,,,,42757.95
1/29/2012,5.48,,,,47093.57
1/28/2012,5.57,,,,90550.07
1/27/2012,5.29,,,,117072.29
1/26/2012,5.59,,,,124483.63
1/25/2012,5.88,,,,133966.24
1/24/2012,6.3,,,,36081.52
1/23/2012,6.29,,,,18596.26
1/22/2012,6.29,,,,45282.24
1/21/2012,6.29,,,,65100.95
1/20/2012,6.44,,,,67356.71
1/19/2012,6.18,,,,115458.7
1/18/2012,5.98,,,,227363.99
1/17/2012,6.04,,,,214178.93
1/16/2012,6.83,,,,123869.49
1/15/2012,6.9,,,,62699
1/14/2012,6.59,,,,142982.47
1/13/2012,6.61,,,,61030.15
1/12/2012,6.74,,,,141157.89
1/11/2012,6.81,,,,100713.58
1/10/2012,6.4,,,,110797.84
1/9/2012,6.47,,,,149622.35
1/8/2012,7.03,,,,59204.52
1/7/2012,6.72,,,,48824.63
1/6/2012,6.79,,,,220874.48
1/5/2012,6.2,,,,184803.98
1/4/2012,5.25,,,,132302.61
1/3/2012,4.95,,,,126201.41
1/2/2012,5.21,,,,69590.26
1/1/2012,5.1,,,,109715.97
12/31/2011,4.6,,,,131056.91
12/30/2011,4.19,,,,41730.95
12/29/2011,4.22,,,,53844.05
12/28/2011,4.14,,,,34619.22
12/27/2011,4.02,,,,31427.07
12/26/2011,4.04,,,,89435.39
12/25/2011,4.14,,,,81062.98
12/24/2011,3.92,,,,15579.42
12/23/2011,3.9,,,,21101.04
12/22/2011,3.79,,,,57621.99
12/21/2011,3.93,,,,49632.1
12/20/2011,3.97,,,,187493.36
12/19/2011,3.41,,,,141522.49
12/18/2011,3.2,,,,11370.34
12/17/2011,3.19,,,,16957
12/16/2011,3.18,,,,30928.62
12/15/2011,3.17,,,,30782.06
12/14/2011,3.12,,,,73772.18
12/13/2011,3.21,,,,33480.66
12/12/2011,3.18,,,,40857.21
12/11/2011,3.2,,,,109957.11
12/10/2011,3.04,,,,75433.74
12/9/2011,2.99,,,,35346.14
12/8/2011,2.95,,,,41242.33
12/7/2011,3,,,,59401.09
12/6/2011,2.98,,,,57102.26
12/5/2011,2.87,,,,31533.18
12/4/2011,2.75,,,,95772.81
12/3/2011,2.93,,,,123933.65
12/2/2011,3.1,,,,58549.86
12/1/2011,3.05,,,,65503.57
11/30/2011,2.91,,,,121003.03
11/29/2011,2.79,,,,181329.33
11/28/2011,2.51,,,,42519.93
11/27/2011,2.46,,,,23125.54
11/26/2011,2.48,,,,36412.63
11/25/2011,2.47,,,,45361.86
11/24/2011,2.42,,,,88867.34
11/23/2011,2.32,,,,41113.77
11/22/2011,2.31,,,,35273.62
11/21/2011,2.23,,,,43745.57
11/20/2011,2.28,,,,80777.15
11/19/2011,2.17,,,,79753.9
11/18/2011,2.14,,,,99565.69
11/17/2011,2.23,,,,120547.36
11/16/2011,2.46,,,,44834.6
11/15/2011,2.3,,,,77616
11/14/2011,2.51,,,,384475.29
11/13/2011,3,,,,9780.33
11/12/2011,3.06,,,,20995.48
11/11/2011,2.97,,,,45292.63
11/10/2011,2.87,,,,34708.29
11/9/2011,3,,,,52850.96
11/8/2011,3.09,,,,62115.94
11/7/2011,3,,,,24480.55
11/6/2011,2.96,,,,17543.6
11/5/2011,3.01,,,,53518.09
11/4/2011,3.13,,,,40625.69
11/3/2011,3.21,,,,24922.18
11/2/2011,3.23,,,,32727.8
11/1/2011,3.19,,,,38666.72
10/31/2011,3.19,,,,31543
10/30/2011,3.38,,,,51820.79
10/29/2011,3.54,,,,80533.65
10/28/2011,3.11,,,,53410.78
10/27/2011,2.92,,,,59449.56
10/26/2011,2.75,,,,30326.81
10/25/2011,2.74,,,,102426.43
10/24/2011,2.81,,,,92803.84
10/23/2011,3.08,,,,37764.56
10/22/2011,3.01,,,,121360.17
10/21/2011,2.54,,,,73851.07
10/20/2011,2.31,,,,49371.88
10/19/2011,2.28,,,,102479.86
10/18/2011,2.62,,,,88365.65
10/17/2011,2.85,,,,208676.35
10/16/2011,3.64,,,,37512.1
10/15/2011,3.89,,,,42895.66
10/14/2011,4,,,,21444.18
10/13/2011,4.08,,,,20669.62
10/12/2011,4.07,,,,70098.1
10/11/2011,3.95,,,,41837.43
10/10/2011,4.1,,,,17580.38
10/9/2011,4.19,,,,38169.59
10/8/2011,4.03,,,,40238.24
10/7/2011,4.29,,,,98871.79
10/6/2011,4.68,,,,57609.01
10/5/2011,4.86,,,,20570.04
10/4/2011,4.9,,,,20007.76
10/3/2011,4.94,,,,19569.47
10/2/2011,4.98,,,,10982.6
10/1/2011,5.05,,,,23967.33
9/30/2011,5.01,,,,42893.6
9/29/2011,4.7,,,,16923.63
9/28/2011,4.74,,,,35035.38
9/27/2011,4.84,,,,32240.24
9/26/2011,4.95,,,,58824.78
9/25/2011,5.32,,,,12219.25
9/24/2011,5.41,,,,20257.37
9/23/2011,5.59,,,,57873.1
9/22/2011,5.49,,,,35211.01
9/21/2011,5.62,,,,71983.35
9/20/2011,6.1,,,,120257.28
9/19/2011,5.26,,,,52915.08
9/18/2011,5.11,,,,47284.85
9/17/2011,4.77,,,,23095.8
9/16/2011,4.81,,,,32338.46
9/15/2011,4.97,,,,88688.37
9/14/2011,5.55,,,,45360.18
9/13/2011,5.79,,,,26147.95
9/12/2011,6.04,,,,64182.61
9/11/2011,6.06,,,,145150.7
9/10/2011,5.03,,,,44639.39
9/9/2011,5.31,,,,217540.23
9/8/2011,6.8,,,,31944.44
9/7/2011,7.03,,,,49687.4
9/6/2011,6.73,,,,82558.56
9/5/2011,7.62,,,,30846.84
9/4/2011,8.17,,,,19719.6
9/3/2011,8.53,,,,6975.23
9/2/2011,8.44,,,,16836.29
9/1/2011,8.22,,,,11912.68
8/31/2011,8.35,,,,19683.08
8/30/2011,8.78,,,,11810.88
8/29/2011,8.93,,,,21685.29
8/28/2011,8.97,,,,24159.85
8/27/2011,8.63,,,,22010.04
8/26/2011,8.65,,,,83026.56
8/25/2011,10.01,,,,55547.42
8/24/2011,10.94,,,,7852.55
8/23/2011,11.03,,,,12797.1
8/22/2011,11.03,,,,37055.32
8/21/2011,11.38,,,,8787.2
8/20/2011,11.49,,,,9940.27
8/19/2011,11.4,,,,33765.21
8/18/2011,10.9,,,,8222.8
8/17/2011,10.88,,,,22939.98
8/16/2011,11.05,,,,15334.63
8/15/2011,11.3,,,,38183.53
8/14/2011,10.61,,,,44142.85
8/13/2011,9.8,,,,29759.76
8/12/2011,9.32,,,,41592.12
8/11/2011,9.47,,,,58114.56
8/10/2011,10,,,,24254.45
8/9/2011,9.72,,,,114472.78
8/8/2011,7.74,,,,34042.22
8/7/2011,7.72,,,,89830.96
8/6/2011,7.82,,,,102411.73
8/5/2011,10.27,,,,30765.69
8/4/2011,10.58,,,,50094.1
8/3/2011,10.45,,,,90287.33
8/2/2011,12.39,,,,57242.69
8/1/2011,13.17,,,,21748.09
7/31/2011,13.52,,,,45723.44
7/30/2011,13.53,,,,6104.38
7/29/2011,13.51,,,,7257.51
7/28/2011,13.61,,,,32738.27
7/27/2011,13.96,,,,11508.66
7/26/2011,13.91,,,,16793.86
7/25/2011,14.2,,,,31577.96
7/24/2011,13.86,,,,26623.26
7/23/2011,13.64,,,,22455.6
7/22/2011,13.65,,,,15165.62
7/21/2011,13.66,,,,25018.37
