Date,24h Average,Ask,Bid,Last,Total Volume
3/16/2015,291.43,291.76,291.61,291.73,59509.65
3/15/2015,284.95,286.87,286.67,286.77,35168.8
3/14/2015,284.19,283.36,282.97,283.26,74356.26
3/13/2015,291.96,289.08,288.85,289,88666.62
3/12/2015,295.25,295.58,295.3,295.38,66300.1
3/11/2015,294.09,296.71,296.27,296.54,70646.05
3/10/2015,294.2,294.14,293.99,294.05,161298.95
3/9/2015,281.89,289.42,288.91,289.09,139722.21
3/8/2015,276.11,275.56,275.15,275.27,47281.44
3/7/2015,274.2,276.61,276.37,276.52,52597.14
3/6/2015,273.9,273.79,273.57,273.6,90835.39
3/5/2015,271.51,276.29,276.04,276.4,127169.72
3/4/2015,279.95,272.56,272.25,272.57,127193.97
3/3/2015,275.71,281.43,281.14,281.17,155102.28
3/2/2015,262.51,273.43,273.09,273.22,120210.35
3/1/2015,252.75,260.09,259.71,259.8,78704.16
2/28/2015,253.69,255.43,254.97,255.16,46830.74
2/27/2015,250.27,256.28,255.89,256.04,147991.29
2/26/2015,237.67,237.89,237.46,237.55,46714.62
2/25/2015,238.83,238.52,238.17,238.33,38979.25
2/24/2015,239.65,240.19,239.78,240.09,47043.86
2/23/2015,236.63,239.77,239.56,239.72,56158.45
2/22/2015,242.91,236.36,235.93,236.25,68906.43
2/21/2015,245.54,245.68,245.42,245.52,44001.45
2/20/2015,243.61,244.68,244.51,244.65,84337.26
2/19/2015,238.6,241.76,241.36,241.72,60345.53
2/18/2015,240.54,235.58,234.77,235.3,90158.58
2/17/2015,238.78,242.94,242.62,242.95,98406.95
2/16/2015,234.47,236.66,236.17,236.49,103551.64
2/15/2015,251.15,233.63,233.36,233.52,220810.71
2/14/2015,245.52,258.89,258.56,258.7,163781.23
2/13/2015,231.76,236.05,235.66,235.81,157049.28
2/12/2015,220.79,223.22,222.78,223,54069.23
2/11/2015,221.76,220.12,219.52,219.72,61727.11
2/10/2015,219.15,220.94,220.41,220.75,80332.87
2/9/2015,221.47,220.56,220.06,220.28,106508.11
2/8/2015,225.7,224.14,223.79,224.02,62701.12
2/7/2015,226.48,228.58,228.42,228.62,84554.96
2/6/2015,220.37,223.88,223.55,223.62,86872.09
2/5/2015,223.1,218.23,217.78,218.01,82264.98
2/4/2015,235.35,227.33,226.86,227.24,129814.32
2/2/2015,226.53,239.5,238.98,239.25,89210.71
2/1/2015,218.48,226.85,226.49,226.82,126069.21
1/31/2015,228.65,222.76,222.52,222.62,81293.71
1/30/2015,232.67,229.35,228.86,229.38,102020.39
1/29/2015,232.22,231.61,231.29,231.27,124452.33
1/28/2015,254.06,235.73,235.52,235.68,166579.16
1/27/2015,261.48,263.27,262.85,263.02,150802.02
1/26/2015,280.63,271.8,271.22,272,358906.83
1/25/2015,248.56,253.02,252.57,252.97,111023.64
1/24/2015,237.55,247.59,247.19,247.47,84807.15
1/23/2015,230.54,232.08,231.55,231.98,89840.36
1/22/2015,232.17,232.38,231.96,232.12,128193.66
1/21/2015,215.14,225.05,224.7,224.62,111781.03
1/20/2015,211.49,212.28,211.8,212.01,99020.56
1/19/2015,211.84,217.09,216.56,216.82,69433.31
1/18/2015,206,210.8,210.32,210.8,109747.93
1/17/2015,201.56,199.67,199.38,199.69,87919.04
1/16/2015,212.01,208.3,207.96,207.94,129530.68
1/15/2015,205.48,208.79,208.58,208.74,283041.91
1/14/2015,200.28,176.72,176.39,176.04,378295.79
1/13/2015,242.22,222.15,221.97,222.13,228863.06
1/12/2015,269.63,269.54,269.16,269.38,47534.74
1/11/2015,274.29,266.7,266.55,266.73,44343.21
1/10/2015,281.25,277.14,276.53,276.88,45280.81
1/9/2015,285.04,288.46,288.12,288.16,57577.43
1/8/2015,289.61,284.46,284.09,284.17,58163.81
1/6/2015,277.04,286.13,285.91,285.85,79993.07
1/5/2015,271.78,277.81,276.75,277.26,115265
1/4/2015,275.91,261.28,260.84,261.23,192471.43
1/3/2015,306.15,288.1,287.43,288.01,95976.22
1/2/2015,315.45,316.7,315.99,316.26,20418.12
1/1/2015,317.04,316.13,315.23,315.35,17517.9
12/31/2014,314.44,318.93,318.25,318.9,23466.62
12/30/2014,315.59,312.91,311.93,312.5,24971.42
12/29/2014,317.14,316.1,315.79,316.1,21121.08
12/28/2014,316.96,318.03,317.58,318.05,19480.08
12/27/2014,321.16,317.48,316.79,317.17,33269.19
12/26/2014,323.61,330.8,330.37,330.61,28496.31
12/25/2014,321.34,319.03,318.88,318.97,15618.1
12/24/2014,331.53,324.4,323.94,324.04,26809.62
12/23/2014,334.22,336.36,335.66,336.01,30165.07
12/22/2014,328.27,331.49,331.02,331.25,43555.74
12/21/2014,325.2,322.54,322.26,322.59,31188.12
12/20/2014,324.72,329.89,329.53,329.84,41576.73
12/19/2014,313.11,319.26,319,319.1,49518.6
12/18/2014,313.6,311.77,311.29,311.43,115141.94
12/17/2014,324.07,319.86,319.16,319.4,106011.04
12/16/2014,337.16,330.47,329.55,330.01,81720.35
12/15/2014,348.59,347.6,347,347.44,42842.83
12/14/2014,349.79,351.24,351.05,351.19,30968.85
12/13/2014,349.14,349,348.04,348.79,31600.6
12/12/2014,351.53,353.54,353.11,353.31,41429.95
12/11/2014,352.57,348.18,347.72,347.92,88357.99
12/10/2014,350.41,348.18,347.81,348.13,44249.31
12/9/2014,354.14,352.29,351.98,352.21,86939.51
12/8/2014,370.83,366.46,365.95,366.04,40912.54
12/7/2014,377.45,377.38,376.79,377.13,14807.07
12/6/2014,376.21,376.28,375.81,376.02,23761.72
12/5/2014,373.55,378.31,377.66,378.32,46976.49
12/4/2014,375.4,371.42,370.93,371.01,45263.24
12/3/2014,380.21,377.44,376.91,377.29,39226.61
12/2/2014,382.94,382.69,382.26,382.1,34784.13
12/1/2014,380.65,381.98,381.35,382.05,29946.22
11/30/2014,378.54,378.2,377.89,378.12,25573.93
11/29/2014,379.08,376.65,376.46,376.55,102453.1
11/28/2014,369.99,377.6,377.05,377.39,75032.49
11/27/2014,371.98,370.03,369.45,369.92,25702.94
11/26/2014,372.72,364.6,367.48,366.8,52704.88
11/25/2014,383.52,377.88,377.49,377.53,72163.64
11/24/2014,374.92,381.04,379.98,380.71,73998.59
11/23/2014,358.96,368.5,367.78,367.31,37413.36
11/22/2014,357.06,353.06,352.6,353.03,38299.18
11/20/2014,366.8,357.93,357.64,357.89,64096.99
11/19/2014,378.66,377.19,376.77,377.16,46503.44
11/18/2014,381.6,377.25,376.9,377.26,80468.63
11/17/2014,396.55,388.15,387.9,388.15,98192.84
11/16/2014,383.31,388.48,387.62,388.03,28990.26
11/15/2014,387.74,377.31,377.05,377.06,36631.89
11/14/2014,397.78,398.26,397.46,398.1,69526.5
11/13/2014,432.05,417.24,417.13,418.15,123208.29
11/12/2014,393.44,420.89,420.56,420.73,95399.72
11/11/2014,367.37,366.69,366.54,366.69,40510.88
11/10/2014,365.65,368.02,367.67,367.92,78273.42
11/9/2014,350.71,359.74,359.45,359.55,58400.93
11/8/2014,344.38,346.03,345.73,345.82,21650.7
11/7/2014,345.95,342.02,341.75,341.85,46262
11/6/2014,343.11,349.1,348.52,348.83,47047.93
11/5/2014,337.55,340.33,339.79,340.29,51917.51
11/4/2014,327.52,329.19,328.8,329.11,41171.13
11/3/2014,328.57,326.15,325.67,326.03,34027.68
11/2/2014,325.04,325.91,325.42,325.82,23209.83
11/1/2014,331.41,324.97,324.41,324.77,46372.58
10/31/2014,342.45,340.33,340.16,340.18,48195.57
10/30/2014,338.23,347.5,346.49,347.23,68628.81
10/29/2014,348.83,336.63,336.31,336.47,45120.14
10/28/2014,355.26,355.39,355.1,355.38,19550.8
10/27/2014,353.92,353.79,353.41,353.77,30544.83
10/26/2014,351.49,354.68,354.24,354.66,28635.27
10/25/2014,351.19,349.86,349.19,349.85,47096.86
10/24/2014,358.27,357.36,356.86,357.42,40606.34
10/23/2014,370.85,359.45,359.14,358.75,63322.95
10/22/2014,384.94,383.89,383.26,383.43,25546.86
10/21/2014,385.71,386.32,385.82,386.04,31496.1
10/20/2014,383.8,383.91,382.94,383.93,37286.11
10/19/2014,390.38,388.73,388.42,388.46,12094.54
10/18/2014,381.9,390.52,390.03,390.39,28386.78
10/16/2014,388.38,380,379.81,379.84,62823.51
10/15/2014,394.8,392.74,392.65,392.65,61188.56
10/14/2014,401.38,405.49,405.23,405.45,92414.78
10/13/2014,377.64,398.31,397.87,398.2,77131.99
10/12/2014,363.03,376.16,375.6,375.92,41133.14
10/11/2014,360.25,363.25,362.62,363.16,33937.23
10/10/2014,362.67,358.8,358.14,358.65,67277.81
10/9/2014,362.18,356.5,356.13,356.33,126824.42
10/8/2014,337.28,352.17,351.94,349.8,80086.32
10/7/2014,329.19,329.68,329.29,329.75,77025.38
10/6/2014,322.44,334.55,334.04,334.17,164336.03
10/5/2014,318.06,302.12,300.96,301.66,158741.66
10/4/2014,348.92,329.39,329.23,329.89,84096.15
10/3/2014,370.65,356.5,355.89,356.05,51542.03
10/2/2014,381.77,373.94,373.47,374.05,27774.5
10/1/2014,384.14,385.01,383.65,384.6,27981.91
9/30/2014,379.44,388.64,388.1,385.03,37914.27
9/29/2014,393.52,376.32,374.36,376.53,24116.1
9/27/2014,405.74,402.92,402.7,403.22,10568.42
9/26/2014,407.6,407.28,406.3,407.05,19322.27
9/25/2014,414.79,413.77,412.6,413.8,24259.4
9/24/2014,427.4,424.19,423.21,423.52,24430.35
9/23/2014,407.4,437.62,435.38,437.08,44735.14
9/22/2014,401.21,404.3,403.91,403.46,24600.17
9/21/2014,401.61,394.56,393.76,394.79,22888.59
9/20/2014,409.52,408.02,407.91,408.04,34540.11
9/19/2014,408.67,396.48,395.85,397.28,46326.04
9/18/2014,441.78,425.92,425.11,426.21,38770.68
9/17/2014,461.38,449.32,448.43,449.15,21294.02
9/16/2014,473.44,467.28,465.98,467.34,12807.24
9/15/2014,477.79,478.56,478.05,478.51,16686.49
9/14/2014,479.74,478.32,477.79,478.58,10869.22
9/13/2014,478.89,481.45,480.5,480.8,19469.8
9/12/2014,477.54,477.06,476.2,477.03,15328.71
9/11/2014,479,479.44,478.88,479.35,19476.71
9/10/2014,471.48,477.13,476.43,476.61,26165.81
9/8/2014,474.11,472.19,471.87,472.37,39983.98
9/7/2014,487.87,484.84,484.41,484.87,7475.08
9/6/2014,487.5,488.73,487.87,487.77,10164.51
9/5/2014,488.35,484.89,483.8,485.13,15243.33
9/4/2014,485.87,492.06,490.98,490.99,28092.05
9/3/2014,482.6,483.94,482.78,483.28,8647.77
9/2/2014,478.81,480.11,479.94,480.16,24825.36
9/1/2014,479.95,482.02,480.61,481.58,21520.37
8/31/2014,491.16,480.63,480.23,481,72254.08
8/30/2014,505.44,501.33,500.69,501.37,11404.63
8/29/2014,508.73,509.15,508.64,508.65,16826.56
8/28/2014,512.33,507.82,507.27,508,19030.17
8/27/2014,515.9,515.46,514.48,514.41,20552.4
8/26/2014,508.63,510.03,509.38,509.46,23554.3
8/25/2014,504.92,504.2,503.62,505.31,19354.83
8/24/2014,504.48,511.41,510.04,510.94,17970.2
8/23/2014,507.06,499.6,498.62,499.98,23945.38
8/22/2014,514.54,517.78,517.02,517.73,38928.49
8/21/2014,520.26,523.42,522.61,521.42,45465.93
8/20/2014,487.27,509.55,509.36,508.77,43439.47
8/19/2014,471.39,480.48,479.49,479.85,38426.74
8/18/2014,475.66,452.86,451.68,453.27,68323.44
8/17/2014,506.6,489.89,489.55,490.67,21062.18
8/16/2014,500.43,518.8,517.48,518.37,23053.95
8/15/2014,506.9,497.05,496.47,497.51,32318.34
8/14/2014,520.16,505.66,505.15,506.4,54483.97
8/13/2014,554.48,543.69,542.82,544.83,32388.31
8/12/2014,571.95,569.47,568.83,569.54,14894.58
8/11/2014,586.69,575.63,574.6,575.31,14133.37
8/10/2014,591.23,590.37,589.29,590.14,4456.42
8/9/2014,590.21,590.1,589.42,590.64,5831.66
8/8/2014,592.38,593.99,592.94,593.8,8387.43
8/7/2014,586.23,590.32,589.67,588.76,12024.46
8/6/2014,587.2,585.53,584.93,585.89,8909.07
8/4/2014,586.85,588.03,587.65,587.91,7460.06
8/2/2014,592,594.71,593.77,592.3,16097.09
7/31/2014,572.32,586.51,585.27,585.73,22418.06
7/30/2014,579.46,563.65,562.36,565.12,13698.84
7/29/2014,584.63,585.57,584.45,586.22,9353.81
7/28/2014,583.18,586.49,585.62,586.9,20330.17
7/27/2014,595.55,594.8,594.13,594.77,5843.82
7/26/2014,597.6,595.89,595.62,596.46,9102.94
7/25/2014,601.3,601.56,600.59,601.79,9607.14
7/24/2014,611.12,598.78,598.4,600.07,19769.88
7/23/2014,622.7,620.68,619.66,619.72,9990.84
7/22/2014,623.47,622.11,620.91,622.78,9069.16
7/21/2014,621.58,622.23,621.12,622.33,11683.66
7/20/2014,628.38,624.34,622.84,625.07,5659.38
7/19/2014,628.67,631.04,629.86,631.27,6944.6
7/18/2014,627.85,628.79,627.71,628.01,12837.8
7/17/2014,619.67,624.79,624.16,623.2,16535.62
7/16/2014,620.75,617.57,616.92,617.34,12954.49
7/15/2014,624.03,623.75,622.19,622.57,10681.79
7/14/2014,623.86,622.44,621.47,622.1,11172.81
7/13/2014,631.93,629.51,628.56,629.14,9270.69
7/12/2014,633.74,634.47,634.27,634.84,11061.83
7/11/2014,623.06,632.86,631.39,632.87,14109.01
7/10/2014,620.52,618.46,617.15,618.24,15881.03
7/9/2014,625.92,626.36,625.57,625.98,9182.95
7/8/2014,624.1,627.18,625.79,626.62,9236.66
7/7/2014,629.41,622.83,621.41,622.62,17781.89
7/6/2014,634.6,634.14,633.21,633.68,9548.11
7/5/2014,630.65,629.25,628.02,628.8,8405.03
7/4/2014,639.31,630.65,628.69,630.09,19834.83
7/3/2014,645.99,641.89,640.51,641.74,16063.34
7/2/2014,646.26,648.06,647.07,647.44,23584.86
7/1/2014,649.27,648.09,646.45,648.11,39215.96
6/30/2014,617.13,639.73,638.31,639.1,53279.49
6/29/2014,596.05,595.67,594.84,595.3,7059.13
6/28/2014,597.36,599.23,597.22,599.28,19482.74
6/27/2014,583.63,584.87,583.75,582.74,22401.77
6/26/2014,571.09,574.71,573.79,574,18094.51
6/25/2014,572.8,565.11,563.94,563.92,29639.09
6/24/2014,591.72,588.56,587.73,587.86,13682.55
6/23/2014,593.12,591.1,589.2,590.25,16587.66
6/22/2014,600.69,600.55,599.3,600.6,13588.58
6/21/2014,593.09,594.93,593.36,593.94,11649.77
6/20/2014,594.26,594.74,592.84,593.73,25992.73
6/19/2014,606.64,598.09,597.23,597.87,17046.04
6/18/2014,609.5,607.22,606.67,607.06,24293
6/17/2014,597.98,609.78,608.36,610.21,21724.16
6/16/2014,595.47,597.14,596.1,596.15,44106.91
6/15/2014,565.11,573.2,570.63,571.12,28182.63
6/14/2014,579.32,564,561.96,563.92,50821.8
6/13/2014,596.95,597.07,594.86,596.9,74246.61
6/12/2014,628.19,590.35,588.03,588.68,49499.69
6/11/2014,646.77,631.16,629.53,629.54,26447.09
6/10/2014,652.74,652.96,651.74,652.33,20280.92
6/9/2014,650.61,647.2,645.85,647.78,21265.3
6/8/2014,656.03,655.72,655.11,655.78,9171.53
6/7/2014,652.69,655.8,654.7,654.44,18518.36
6/6/2014,656.6,654.13,653.35,653.7,19596.89
6/5/2014,650.5,660.4,657.99,660.28,31303.66
6/4/2014,643.51,643.76,642.87,644.15,44000.64
6/1/2014,641.14,644.74,642.1,643.12,52941.8
5/31/2014,615.78,619.94,617.78,618.16,17554.65
5/30/2014,595.52,621.51,620.22,620.08,36536.78
5/29/2014,568.37,569.05,567.75,568.01,25857.58
5/28/2014,571.79,571.31,569.66,570.33,25077.11
5/27/2014,574.33,575.03,574.48,574.9,52429.3
5/26/2014,578.68,581.31,580.06,580.65,41675.68
5/25/2014,555.87,568.75,567.41,567.09,67112.16
5/24/2014,520.29,523.99,522.77,523.26,17899.12
5/23/2014,527.62,525.78,524.33,524.57,53566.37
5/22/2014,505.79,523.6,522.17,522.51,46622.91
5/21/2014,490.77,491.75,490.58,491.04,24152.08
5/20/2014,461.12,484.12,482.57,482.65,68580.21
5/19/2014,444.39,445.27,444.7,444.5,10817.9
5/18/2014,445.52,444.93,444.32,444.55,4559.27
5/17/2014,448.18,446.9,445.89,447.12,4603.01
5/16/2014,447.03,448.47,447.33,447.88,9865.7
5/15/2014,446.67,447.28,446.27,446.88,13519.91
5/14/2014,443.19,447.09,446.74,446.3,15042.94
5/13/2014,439.4,439.92,438.84,440.2,13440.57
5/12/2014,438.62,441.46,440.45,440.33,12699.49
5/11/2014,446.17,437.35,436.82,437.76,26384.69
5/10/2014,450.9,453.3,452.65,453.32,8854.27
5/8/2014,442.04,440.41,439.09,439.76,17584.12
5/7/2014,434.86,443.57,442.95,443.09,32923.35
5/6/2014,429.04,429.55,427.92,428.47,22979.45
5/5/2014,432.45,431.81,431.32,432.37,19664.01
5/4/2014,434.79,435.49,434.57,435.17,10398.82
5/3/2014,441.96,438.62,437.8,438.59,20035.97
5/2/2014,449.92,447.6,446.66,447.93,17763.22
5/1/2014,453.18,458.32,456.47,457.12,23841.5
4/30/2014,445.32,448.05,446.85,447.41,25256.94
4/29/2014,443.7,445.35,444.56,444.38,30219.54
4/28/2014,436.1,445.44,444.31,445.36,44436.61
4/27/2014,453.46,444.4,443.65,443.92,18120.15
4/26/2014,456.6,458.05,457.05,457.44,21931.97
4/25/2014,466.8,461.32,460.35,460.89,82647.18
4/24/2014,488.78,496.1,495.23,495.11,16728.18
4/23/2014,488.63,490.45,489.71,490.54,15586.34
4/22/2014,493.34,487.68,485.91,487.74,19330.23
4/21/2014,499.55,494.27,493.52,494.48,23640.75
4/20/2014,501.7,495.93,494.22,495.12,16730.35
4/19/2014,491.08,502.5,501.56,502.11,30558.57
4/18/2014,485.42,,,,32004.42
4/17/2014,504.83,502.44,501.63,502.89,57953.96
4/16/2014,515.49,534.38,532.78,533.07,88542.05
4/15/2014,486.85,494.04,492.92,492.36,81578.85
4/14/2014,445.59,,,,94188.12
4/13/2014,415.41,,,,47557.75
4/12/2014,424.79,,,,39776.88
4/11/2014,403.02,,,,131367.54
4/10/2014,408.25,,,,135210.85
4/9/2014,449.19,,,,23264.93
4/8/2014,452.2,,,,18278.9
4/7/2014,454.27,,,,28821.66
4/6/2014,460.59,,,,16659.23
4/5/2014,453.05,,,,22202.22
4/4/2014,444.67,,,,39286.65
4/3/2014,434.93,,,,74799.24
4/2/2014,467.04,,,,97003.55
4/1/2014,476.87,,,,63306.79
3/31/2014,458.09,,,,59826.55
3/30/2014,471.09,,,,80698.83
3/29/2014,500.07,,,,16356.33
3/28/2014,503.01,,,,91621.98
3/27/2014,543.82,,,,109159.77
3/26/2014,581.52,,,,22495.02
3/25/2014,578.68,,,,18790.04
3/24/2014,564.73,,,,30156.82
3/23/2014,565.22,,,,13391.03
3/22/2014,564.65,,,,24897.92
3/21/2014,583.54,,,,52998.17
3/20/2014,589.44,,,,28301.72
3/19/2014,611.73,,,,16447.26
3/18/2014,615.01,,,,31447.73
3/17/2014,623.53,,,,17963.53
3/16/2014,631.25,,,,8366.2
3/15/2014,636.21,,,,6803.49
3/14/2014,628.58,,,,18946.23
3/13/2014,637.79,,,,18036.5
3/12/2014,632.34,,,,29628.12
3/11/2014,633.59,,,,18562.57
3/10/2014,627.14,,,,32750.42
3/9/2014,639.43,,,,24236.44
3/8/2014,619.6,,,,30236.41
3/7/2014,629.34,,,,54257.53
3/6/2014,662.57,,,,24348.76
3/5/2014,665.21,,,,33744.66
3/4/2014,668.28,,,,82883.68
3/3/2014,664.47,,,,143857.44
3/2/2014,555.06,,,,14204.37
3/1/2014,566.61,,,,32891.13
2/28/2014,550.46,,,,51151.03
2/27/2014,581.38,,,,44204.55
2/26/2014,584.61,,,,110551.05
2/25/2014,534.45,,,,237300.42
2/24/2014,547.09,,,,106498.99
2/23/2014,608.41,,,,52166.54
2/22/2014,599.38,,,,51923.57
2/21/2014,572.19,,,,82281.2
2/20/2014,561.11,,,,84532.03
2/19/2014,622.97,,,,22216.79
2/18/2014,624.72,,,,32018.5
2/17/2014,626.5,,,,50938.53
2/16/2014,616.21,,,,65059.82
2/15/2014,651.9,,,,40860.73
2/14/2014,662.32,,,,154492.4
2/13/2014,612.75,,,,64193.68
2/12/2014,654.43,,,,38785.54
2/11/2014,666.46,,,,107912.78
2/10/2014,676.76,,,,166214.54
2/9/2014,682.23,,,,57449.77
2/8/2014,670.33,,,,55535.44
2/7/2014,717.83,,,,161328.03
2/6/2014,780.31,,,,63977.3
2/5/2014,819.26,,,,27792.53
2/4/2014,827.99,,,,20056.54
2/3/2014,823.46,,,,16957.35
2/2/2014,825.2,,,,13672.78
2/1/2014,835.89,,,,23624.54
1/31/2014,828.59,,,,20596.43
1/30/2014,817.87,,,,36533.65
1/29/2014,826.39,,,,21468.23
1/28/2014,816.7,,,,55294.71
1/27/2014,766.78,,,,64094.28
1/26/2014,883.38,,,,36357.04
1/25/2014,851.38,,,,29263.69
1/24/2014,797.71,,,,43853.92
1/23/2014,822.17,,,,18944.62
1/22/2014,845.83,,,,21868.39
1/21/2014,867.11,,,,21412.07
1/20/2014,875.4,,,,31563.81
1/19/2014,861.84,,,,28215.05
1/18/2014,839.19,,,,21406.37
1/17/2014,813.31,,,,47884.43
1/16/2014,838.21,,,,23002.56
1/15/2014,862.07,,,,32649.46
1/14/2014,835.78,,,,24985.16
1/13/2014,844.98,,,,54144.11
1/12/2014,834.12,,,,44586.99
1/11/2014,865.96,,,,39706.11
1/10/2014,912.61,,,,54529.02
1/9/2014,837.04,,,,62614.05
1/8/2014,839.62,,,,53781.12
1/7/2014,859.49,,,,128116.85
1/6/2014,921.75,,,,75467.1
1/5/2014,985.68,,,,96038.26
1/4/2014,867.79,,,,48393.86
1/3/2014,821.99,,,,36000.73
1/2/2014,822.89,,,,61518.38
1/1/2014,772.53,,,,19297.95
12/31/2013,764.27,,,,36325.63
12/30/2013,748.49,,,,26426.36
12/29/2013,750.57,,,,30801.12
12/28/2013,722.38,,,,37859.22
12/27/2013,734.4,,,,49976.62
12/26/2013,752.38,,,,84710.63
12/25/2013,719.59,,,,41444.95
12/24/2013,672.89,,,,33220.44
12/23/2013,666.12,,,,44987.34
12/22/2013,640.85,,,,46897.3
12/21/2013,655.24,,,,66668.62
12/20/2013,618.86,,,,112141.93
12/19/2013,700.52,,,,159920.18
12/18/2013,613.76,,,,301117.78
12/17/2013,510.37,,,,235283.75
12/16/2013,706.34,,,,244756.57
12/15/2013,839.93,,,,39443.16
12/14/2013,836.09,,,,39810.82
12/13/2013,877.83,,,,41211.04
12/12/2013,930.74,,,,49790.52
12/11/2013,872.32,,,,72343.9
12/10/2013,937.26,,,,78426.99
12/9/2013,921.97,,,,70705.81
12/8/2013,897.01,,,,124223.05
12/7/2013,773.43,,,,178798.02
12/6/2013,654.74,,,,303160.89
12/5/2013,1022.37,,,,160181.89
12/4/2013,999.66,,,,101170.67
12/3/2013,1099.04,,,,45625.03
12/2/2013,1047.96,,,,80979.68
12/1/2013,1019.95,,,,199731.84
11/30/2013,1075.16,,,,72943.81
11/29/2013,1132.26,,,,72867.05
11/28/2013,1072.83,,,,124035.72
11/27/2013,978.51,,,,109643.99
11/26/2013,913.95,,,,100421.91
11/25/2013,833.38,,,,84248.95
11/24/2013,793.33,,,,53279.88
11/23/2013,744.89,,,,87719.58
11/22/2013,825.75,,,,88121.34
11/21/2013,707.05,,,,114468.26
11/20/2013,641.23,,,,173925.71
11/19/2013,494.68,,,,247274.82
11/18/2013,685.75,,,,256530.82
11/17/2013,548.26,,,,135794.76
11/16/2013,469.78,,,,61575.13
11/15/2013,431.69,,,,93530.82
11/14/2013,420.77,,,,67524.83
11/13/2013,416.68,,,,127250.03
11/12/2013,370.9,,,,69252.37
11/11/2013,354.66,,,,65959.83
11/10/2013,331.3,,,,112161.91
11/9/2013,325.83,,,,192155.86
11/8/2013,346.52,,,,138789.22
11/7/2013,312.74,,,,155413.28
11/6/2013,287.71,,,,147248.8
11/5/2013,255.44,,,,147146.68
11/4/2013,230.78,,,,80070.86
11/3/2013,215.62,,,,41493.4
11/2/2013,205.83,,,,13422.34
11/1/2013,206.72,,,,15064.62
10/31/2013,203.94,,,,23644.71
10/30/2013,200.79,,,,41369.6
10/29/2013,202.44,,,,42501.5
10/28/2013,200.07,,,,28493.26
10/26/2013,193.52,,,,35146.36
10/25/2013,176.29,,,,57916.09
10/24/2013,181.1,,,,109426.17
10/23/2013,194.62,,,,193890.28
10/22/2013,209.45,,,,84204.17
10/21/2013,191.33,,,,92232.28
10/20/2013,182.4,,,,68448.07
10/19/2013,172.73,,,,23938.37
10/18/2013,168.86,,,,114807.53
10/17/2013,155.01,,,,74351.37
10/16/2013,145.91,,,,62348.49
10/15/2013,143.64,,,,103192.23
10/14/2013,144.47,,,,42628.21
10/13/2013,139.51,,,,74916.35
10/12/2013,137.08,,,,29829.71
10/11/2013,135.12,,,,20943.53
10/10/2013,130.38,,,,22165.88
10/9/2013,129.9,,,,34144.61
10/8/2013,130.99,,,,44948.46
10/7/2013,125.91,,,,28096.35
10/6/2013,128.11,,,,18644.37
10/5/2013,128.49,,,,10040.79
10/4/2013,128.55,,,,10802.91
10/3/2013,129.35,,,,39464.33
10/2/2013,120.06,,,,226914.21
10/1/2013,133.03,,,,22718.9
9/30/2013,133.89,,,,28514.51
9/29/2013,134.09,,,,22006.41
9/28/2013,138.57,,,,26714.24
9/27/2013,133.32,,,,33382.66
9/26/2013,131.45,,,,34038.96
9/25/2013,128.75,,,,16530.79
9/24/2013,128.18,,,,27631.77
9/23/2013,126.31,,,,17558.1
9/22/2013,128.06,,,,10628.17
9/21/2013,128.55,,,,11417.9
9/20/2013,128.24,,,,22850.23
9/19/2013,128.62,,,,41562.83
9/18/2013,131.21,,,,26711.27
9/16/2013,132.08,,,,22774.02
9/15/2013,131.33,,,,22227.68
9/14/2013,130.53,,,,16089.19
9/13/2013,129.14,,,,20949.7
9/12/2013,135.52,,,,38311.19
9/11/2013,134.53,,,,50670.6
9/10/2013,130.69,,,,53157.14
9/9/2013,126.94,,,,25354.35
9/8/2013,126.59,,,,57222.03
9/7/2013,120.75,,,,14262.01
9/6/2013,124.22,,,,33377.3
9/5/2013,120.35,,,,44792.71
9/4/2013,129.29,,,,85410.78
9/3/2013,134.05,,,,19437.14
9/2/2013,136.42,,,,22802.17
9/1/2013,137.57,,,,24668.12
8/31/2013,136.3,,,,55761.55
8/30/2013,131.48,,,,67461.78
8/29/2013,122.43,,,,18865.07
8/28/2013,123.32,,,,24815.3
8/27/2013,124.04,,,,77800.87
8/26/2013,115.53,,,,23949.59
8/25/2013,114.69,,,,19954.85
8/24/2013,114.52,,,,14653.33
8/23/2013,114.32,,,,31221.96
8/22/2013,115.7,,,,28463.42
8/21/2013,115.2,,,,59210.74
8/20/2013,114.14,,,,37158.65
8/19/2013,112.91,,,,76343.18
8/18/2013,109.05,,,,13373.43
8/17/2013,107.16,,,,19071.91
8/16/2013,103.99,,,,23846.62
8/15/2013,105.28,,,,26917.83
8/14/2013,108.21,,,,72480.15
8/13/2013,102.21,,,,33031
8/12/2013,102.04,,,,29121.04
8/11/2013,100.37,,,,12519.09
8/10/2013,96.99,,,,8911.43
8/9/2013,97.51,,,,25121.11
8/8/2013,99.23,,,,43338.62
8/7/2013,100.82,,,,16721.42
8/6/2013,102.11,,,,24455.34
8/5/2013,101.91,,,,28471.36
8/4/2013,100.79,,,,10879.3
8/3/2013,100.24,,,,14569.03
8/2/2013,101.33,,,,46419.57
8/1/2013,101.46,,,,25061.31
7/31/2013,104.48,,,,69414.88
7/30/2013,100.15,,,,42966.3
7/29/2013,97.5,,,,38700.33
7/28/2013,96.84,,,,52991.77
7/27/2013,92.72,,,,20458.46
